,Review_text,Noun_Phrases
6324,Ok,[]
6325,EVERYTHING,['EVERYTHING']
6326,An awesome phone just that the quality of sound is not good.,"['An awesome phone', 'the quality', 'sound']"
6327,I like,['I']
6328,Good,[]
6329,Very good,[]
6330,"Got the product for 23.5k after the exchange in amazon great festival sale,  The phone is ultimate.","['the product', 'the exchange', 'amazon great festival sale', 'The phone']"
6331,Good,[]
6332,Excellent,[]
6333,"Ultimate Product to buy.Got best deal from Amazon as effective pricing of ₹24,500","['Ultimate Product', 'best deal', 'Amazon', 'effective pricing']"
6334,Good,[]
6335,One word onplus 6 is awesome.,['One word']
6336,It's all of good perform,"['It', 'good perform']"
6337,"Damn... This phone is a beast...
1. Face unlock is insane... Its so fast you won't have to see the lock screen..
2. Network speeds and multitasking are incomparable
3. Camera is precisely good enough for photography
4. Dash charging is a bliss....
But like every smartphone is not perfect... The battery capacity is a little bit down... But dash charging compensates for it....","['Damn', 'This phone', 'a beast', 'Face unlock', 'you', 'the lock screen', 'Network speeds', 'multitasking', 'Camera', 'photography', 'Dash charging', 'a bliss', 'every smartphone', 'The battery capacity', 'compensates', 'it']"
6338,Nothing,['Nothing']
6339,Nice phone,['Nice phone']
6340,Good,[]
6341,Super,[]
6342,Oneplus phone,['Oneplus phone']
6343,Picture,['Picture']
6344,Best phone ever,['Best phone']
6345,Network problem.picture quality z not good.sound problem.,"['Network', 'problem']"
6346,Good,[]
6347,Good one,[]
6348,Nice product but i think asus zenfone 5z is also a better options in low price.,"['Nice product', 'i', 'asus zenfone 5z', 'a better options', 'low price']"
6349,I like it,"['I', 'it']"
6350,Best price to performance ratio.,"['Best price', 'performance ratio']"
6351,I like the phone very much,"['I', 'the phone']"
6352,Super,[]
6353,Best phone,['Best phone']
6354,Build quality,['Build quality']
6355,"Butter Smooth.
I am coming from Honor 8 pro.
This is a step ahead.","['Butter Smooth', 'I', 'Honor', 'a step']"
6356,Great phone....must buy item... really worthy mobile,"['Great phone', 'item']"
6357,"Does it really need a review. Nevertheless here you go
Awesome camera quality
Amazing performance whether it's gaming or day-to-day usage you will never feel any lag or whatsoever.
Battery life is though good but not the best as compared to Zenfone 5Z which has same battery capacity
Build is amazing and you will feel it when you hold it. Although you will have to be extra careful while using with or without a case. Glass body
Speaker's are average again as compared to Zenfone 5z.
Call quality is excellent no network issues.
Super fast charging...
Both front and rear 📷 is simply awesome
Clear and crisp pics even in low light. Video quality is also v nice
Value for Money ...Go for it or wait for 6T","['it', 'a review', 'you', 'Awesome camera quality', 'Amazing performance', 'it', 'day', 'you', 'any lag', 'Battery life', 'Zenfone 5Z', 'same battery capacity', 'Build', 'you', 'it', 'you', 'it', 'you', 'a case', 'Glass body', 'Speaker', 'Zenfone 5z', 'Call quality', 'excellent no network issues', 'Super fast charging', 'rear', '📷', 'low light', 'Video quality', 'nice\nValue', 'Money', 'it', '6T']"
6358,"BATTERY LIFE AVARAGE....
BATTERY CHARGING TIME EXELENT...","['BATTERY LIFE', 'AVARAGE', 'BATTERY CHARGING', 'TIME EXELENT']"
6359,"Bought it few days back only but till now whatever I have explored, I find it good.","['it', 'I', 'I', 'it']"
6360,"Oneplus is best in class 👍🏼 I'm very happy to upgrade from Honor 8 Pro to my first oneplus phone OP6 and it's so far one of the best options at value for its money. Worthy for price ( quality and performance). Back case is a must which I would recommend for day to day use.
Best build quality
Best in looks
Best in camera
Best in performance no lag
Fastest fingerprint scanner
Fastest in face unlock
Fastest in charging
I got the best deal in amazon great indian festival with credit card discount at it's best price Rs33,000/- the 128 GB 8Gb Ram variant looks great feels great
Oneplus 6 = smooth +elegant + top notch performance","['Oneplus', 'class', 'I', 'Honor', '8 Pro', 'my first oneplus phone', 'OP6', 'it', 'the best options', 'value', 'its money', 'Worthy', 'price', 'quality', 'performance', 'Back case', 'a must', 'I', 'day', 'day use', 'quality', 'looks', 'camera', 'performance', 'no lag', 'Fastest fingerprint scanner', 'Fastest', 'face unlock', 'I', 'the best deal', 'amazon great indian festival', 'credit card discount', ""it's best price Rs33,000/-"", 'Ram variant', 'great feels', 'Oneplus 6 = smooth +elegant + top notch performance']"
6361,Good,[]
6362,"Sometimes it's getting hang.....but not much, even though I observed sometimes","['it', 'hang', 'I']"
6363,Best thing is it's dash charging and battery life. Camera is not the best but above average. Performance is one of the best.,"['Best thing', ""it's dash charging"", 'battery life', 'Camera', 'average', 'Performance']"
6364,Good product,['Good product']
6365,A nice phone,['A nice phone']
6366,I bought it for my son and he is quite happy. A truly flagship device at a very reasonable price.,"['I', 'it', 'my son', 'he', 'A truly flagship device', 'a very reasonable price']"
6367,Its a very nice phone but after pie update portrait mode has become horrendous,"['Its a very nice phone', 'pie update portrait mode']"
6368,"Awesome Mobile
Everything is good.","['Awesome Mobile', 'Everything']"
6369,Nice phone but camera could have been better,"['Nice phone', 'camera']"
6370,Very good,[]
6371,Suchaa piece,['Suchaa piece']
6372,Excellent product,['Excellent product']
6373,"""The speed you need""-exactly suitable tagline. Display is beautiful and you get the feel of holding a premium smartphone in your hand.","['The speed', 'you', 'exactly suitable tagline', 'Display', 'you', 'the feel', 'a premium smartphone', 'your hand']"
6374,Excellent,[]
6375,Good n exccelant,['exccelant']
6376,"It's super fast, app open up in a jiffy, downloads are quick.  The camera is a treat. The battery life is sufficient as it charges very fast.  All in all one would not regret.","['It', 'app', 'downloads', 'The camera', 'a treat', 'The battery life', 'it', 'all one']"
6377,This is really worth. Must buy,[]
6378,Very good,[]
6379,It is superb phone .. amazing camera,"['It', 'superb phone', 'amazing camera']"
6380,Everything is good but delivery worst of worst,['Everything']
6381,One plus is always ON ONE.,['One plus']
6382,Good Quality and nice update gives the phone an elegant look,"['Good Quality', 'nice update', 'the phone', 'an elegant look']"
6383,Fantastic picture quality. Even though it’s 5.5 inch but easy to handle.,"['Fantastic picture quality', 'it', '5.5 inch']"
6384,Good,[]
6385,"Don't spend so much on a phone.. Similar features come in Rs 15,000","['a phone', 'Similar features', 'Rs']"
6386,Super,[]
6387,Everything is ok,['Everything']
6388,Battery draining very fast like normal smartphones. Performance was goood,"['normal smartphones', 'Performance', 'goood']"
6389,"Excellent phone
I have been using I phone 6 before this
It is far better than that","['Excellent phone', 'I', 'I', 'It']"
6390,Good product,['Good product']
6391,Simply superb,[]
6392,"Awesome smart phone, flagship killer, speed you need","['Awesome smart phone', 'flagship killer', 'you']"
6393,"I like this product very much.
Has everything what I opted for.","['I', 'this product', 'everything', 'what', 'I']"
6394,Best one,[]
6395,Verry nice mobile battery life 4 hours,"['Verry nice mobile battery life', '4 hours']"
6396,Very good,[]
6397,Excellent mobile... Worth buying,['Excellent mobile']
6398,Simply awesome,[]
6399,"Good,.....",[]
6400,great product got at good discounted rate,"['great product', 'good discounted rate']"
6401,Good,[]
6402,Good picture quality,['Good picture quality']
6403,"New update causing following issue
Battery draining fastly
Speed slow","['New update', 'following issue', 'Speed']"
6404,Only the battery is the issue,"['Only the battery', 'the issue']"
6405,Best killer phone in market,"['Best killer phone', 'market']"
6406,Best In all,[]
6407,Super mobile,[]
6408,Nice,[]
6409,Superb..worth Money,[]
6410,All features good ultimate phone wow thank for one plus,['good ultimate phone']
6411,Great performance great battery great camera,['Great performance great battery great camera']
6412,"Awesome product... Never had a phone so fast, battery life is good, picture quality is very nice, camera is awesome..gives dslr quality pictures","['Awesome product', 'a phone', 'battery life', 'picture quality', 'camera', 'dslr quality pictures']"
6413,"I bought it for a friend, the product is as it says one plus from the others. Best of price. Great in aspe t of sound and picture quality.","['I', 'it', 'a friend', 'the product', 'it', 'the others', 'price', 'aspe t', 'sound and picture quality']"
6414,Unexpected,[]
6415,Love it,['it']
6416,The headphones Jack is making an issue .. the recorded voice in that comes with a disturbed voice ... I don't know how to approach and where to approach regarding this issue .. hope you can guide me,"['The headphones', 'Jack', 'an issue', 'the recorded voice', 'a disturbed voice', 'I', 'this issue', 'you', 'me']"
6417,Fabulous speed,['Fabulous speed']
6418,Not received invoice copy in the package.Kindly arrange the same,"['invoice copy', 'the package']"
6419,Good,[]
6420,"Overall it's pretty good but after the update for pie it is not that good in taking photos and somehow is lagging.
Dash charger is pretty awesome.
I am happy with my purchase.","['it', 'the update', 'pie', 'it', 'photos', 'Dash charger', 'I', 'my purchase']"
6421,No one,['No one']
6422,No words.. guys go for it....😍😍😍😘😘😘😘,"['No words', 'guys', 'it', '😍', '😍', '😘']"
6423,Excellent,[]
6424,As far as picture quality is good and batter life is super.,"['picture quality', 'batter life']"
6425,Awesome,[]
6426,"Well I m a regularly user of one plus I had purchased earlier one plus 3 t but me facing problem with the phone
Whenever I get a call it doesn't get displayed on the screen it just rings
It's too difficult to identify who is calling
Secondly it is giving problem while switching on the mobile once it's switched off request assistance plz","['I', 'a regularly user', 'I', '3 t', 'me', 'problem', 'the phone', 'I', 'a call', 'it', 'the screen', 'it', 'It', 'who', 'it', 'problem', 'the mobile', 'it', 'request assistance']"
6427,"A real performer.
You can't downgrade to a lower model once you get used with OnePlus killer","['A real performer', 'You', 'a lower model', 'you', 'OnePlus killer']"
6428,"Picture quality is prettie good .. sound quality is fine ,all over nice phone","['Picture quality', 'sound quality', 'nice phone']"
6429,Nice,[]
6430,When you start using it.. you will never settle.. it really works as good as their tag...,"['you', 'it', 'you', 'it', 'their tag']"
6431,i really like this...with oxygen verson 9,"['i', 'oxygen']"
6432,"I have complain regarding this product
I did not receive extra four protective case for it's back and I did not receive screen guard while in advertisement this is showing extra protective case and screen guard
So please send all case and screen guard otherwise I will return this product
I m not satisfied by this dealing","['I', 'this product', 'I', 'extra four protective case', 'it', 'I', 'screen guard', 'advertisement', 'extra protective case', 'screen guard', 'all case', 'screen guard', 'I', 'this product', 'I', 'this dealing']"
6433,Best mobile....,['Best mobile']
6434,Super Camera quality and processor and speed  . Worth of buying 😍😍😍😍,"['Super Camera quality', 'processor', 'speed']"
6435,"Awesome phone from oneplus, you can customise your phone in all the ways... User friendly phone, display of the phone is very nice, speed, picture quality, camera, sound.. Everything is good.","['oneplus', 'you', 'your phone', 'all the ways', 'User friendly phone', 'display', 'the phone', 'Everything']"
6436,good,[]
6437,"Really,it gives me the speed,that I had a need.","['it', 'me', 'the speed', 'I', 'a need']"
6438,Awesome,[]
6439,Great phone. Excellent camera,"['Great phone', 'Excellent camera']"
6440,Nyc phone,['Nyc phone']
6441,Value for money,"['Value', 'money']"
6442,"Picture quality is awesome
Soung quality is super good
Battery quality is not satisfied","['Picture quality', 'Soung quality', 'super good\nBattery quality']"
6443,Very fast processor. Can capture better quality pics comparatively. Battery lasts for one day for an average user.,"['Very fast processor', 'better quality pics', 'Battery', 'one day', 'an average user']"
6444,Top in premium class,['premium class']
6445,Excellent Performance and perfect look,"['Excellent Performance', 'perfect look']"
6446,Good,[]
6447,So far so good.....,[]
6448,Sound quality is good.. not very much satisfied.. if it will be improved then it's awesome,"['Sound quality', 'it', 'it']"
6449,Good,[]
6450,Nice colour,['Nice colour']
6451,Awesome phone,['Awesome phone']
6452,Great phone. Really a flagship killer. Battery capacity little low. But thanks to Dash charging.,"['Great phone', 'Really a flagship killer', 'Battery capacity', 'But thanks', 'Dash charging']"
6453,Nice phone,['Nice phone']
6454,"Nothing to say, the best of the smart world","['Nothing', 'the smart world']"
6455,"Device is awesome with zero lag. Picture quality is at its best. Reading mode is awesome for Kindle app, News paper apps etc. Battery lasts for a day at least with 3-4 hours of display usage and all time 4G on. Overall device is good.
If the cost get reduced by 3k-5k, it's THE BEST value for money smartphone.
PS: Mine is 6GB, 64GB device. I would've loved it if it had been 6GB, 128GB configuration. As I and most of the people I've known who have bought it are not high end users, and the device lacks extra memory slot, OnePlus can consider this feedback in future.","['Device', 'zero lag', 'Picture quality', 'Reading mode', 'Kindle app', 'News paper apps', 'Battery', 'a day', '3-4 hours', 'display usage', 'Overall device', 'the cost', 'it', 'THE BEST value', 'money smartphone', 'PS', 'Mine', '6GB', '64GB device', 'I', 'it', 'it', '6GB', 'I', 'the people', 'I', 'who', 'it', 'high end users', 'the device', 'extra memory slot', 'OnePlus', 'this feedback', 'future']"
6456,Invoice required,['Invoice']
6457,Awesome phone,['Awesome phone']
6458,Simply awesome,[]
6459,"Awesome phone, it's a beast with a beauty.","['it', 'a beast', 'a beauty']"
6460,This phone is a beast..,"['This phone', 'a beast']"
6461,Its been 4 months since i purchased this hello of a smartphone and my excitement is never ending..! what a device 😍,"['4 months', 'i', 'this hello', 'a smartphone', 'my excitement', 'what a device']"
6462,Great product,['Great product']
6463,Nice product,['Nice product']
6464,"Picture Quality & Sound Quality  is Osam.....
Battery life Anbelivebal...fantasting Farfomance.....","['Picture Quality', 'Sound Quality', 'Osam', 'Battery life Anbelivebal', 'Farfomance']"
6465,Best phone,['Best phone']
6466,Awesome Picture quality .with battery life,"['Awesome Picture quality', 'battery life']"
6467,"I am very interested and very happy best mobile
And good battery cam is good,","['I', 'good battery cam']"
6468,Photo is ok not equal to Apple iPhone and no stereo speakers battery life and dash charging is awesome,"['Photo', 'Apple iPhone', 'no stereo speakers battery life', 'dash', 'charging']"
6469,Awesome phone,['Awesome phone']
6470,Should improve camera quality with chrome mode,"['camera quality', 'chrome mode']"
6471,Good,[]
6472,Nice product,['Nice product']
6473,Good must buy,[]
6474,Battery Could have been better,['Battery']
6475,Very good,[]
6476,Wow product,['Wow product']
6477,Hi,[]
6478,Super picture quality,['Super picture quality']
6479,Vera level,['Vera level']
6480,Awesome mobile nice to have,[]
6481,Decent nice photo like dslr,"['Decent nice photo', 'dslr']"
6482,Best,[]
6483,Ultimate mobile,['Ultimate mobile']
6484,"First of all kudos to Amazon for providing great deal and timely delivery. I got this one for 27k and received package within 24 hours of placing order.
Now about phone, first impression is about the great screen. I've always been a fan of an Amoled display just because they offer deep blacks. Oneplus 6 is having really nice display with a notch (I don't have a problem with notch display). Great viewing angles and Color reproduction.
About performance, its Qualcomm's current year's flagship SDM845 so obviously no lag at all.
The camera, it's great even in low light photography thanks to the wide f/1.7 aperture. Edge detection is accurate in portrait pictures.
The battery, it's nice as well if not great. I am getting a full day of battery life on 90% charge with around 5.5 hours of screen on time. And the dash charging, it is the most amazing thing about this device. It charges the phone about 65-70 % in 30-35 minutes which is great!
The only con is that speaker output is not good at all. And the glass back is fingerprint magnet and seems fragile so we can't use the phone without a case.","['all kudos', 'Amazon', 'great deal', 'timely delivery', 'I', 'this one', '27k', 'package', '24 hours', 'order', 'phone', 'first impression', 'the great screen', 'I', 'a fan', 'an Amoled display', 'they', 'deep blacks', 'Oneplus', 'really nice display', 'a notch', 'I', 'a problem', 'notch display', 'Great viewing angles', 'Color reproduction', 'performance', ""its Qualcomm's current year's flagship SDM845"", 'so obviously no lag', 'it', 'low light photography', 'the wide f/1.7 aperture', 'Edge detection', 'portrait pictures', 'it', 'I', 'a full day', 'battery life', '90% charge', 'around 5.5 hours', 'screen', 'time', 'it', 'the most amazing thing', 'this device', 'It', 'the phone', 'about 65-70 %', '30-35 minutes', 'The only con', 'speaker output', 'the glass', 'fingerprint magnet', 'we', 'the phone', 'a case']"
6485,"Cam is very good but always on display does not work properly, battery life is good","['Cam', 'display', 'battery life']"
6486,"The device works great & delivery was on time.
The dash charging is awesome.","['The device', 'time', 'The dash charging']"
6487,"I have purchase a mobile which is one plus 6 , there is some issues relate d to  QR code is not working and battery issues. so i want to ask u how can i do right now?","['I', 'a mobile', 'some issues', 'to  QR code', 'i', 'u', 'i']"
6488,"Performance..notch..camera
👌👌","['Performance', 'camera', '👌', '👌']"
6489,It's a good buy and a reliable phone. Just go for it. If you work long hours and need good battery life in your phone with all other customizations go for this phone.,"['It', 'a good buy', 'a reliable phone', 'it', 'you', 'long hours', 'good battery life', 'your phone', 'all other customizations', 'this phone']"
6490,Good,[]
6491,"It hanging issues , battery life is not that great , speaker placement is bad, portrait mode is worst","['It', 'issues', 'battery life', 'speaker placement', 'portrait mode']"
6492,Scott,['Scott']
6493,"Picture quality is very good and sound is also awesome and battery is avrag.
Head of one plus there are one big  problems I was found in camera in  slow motion feature recording in the night time it's continuely blinking that's why video was record clearly  so take it seriously and please fix it's problems as soon as possible","['Picture quality', 'sound', 'battery', 'Head', 'one big  problems', 'I', 'camera', 'slow motion feature recording', 'the night time', 'it', 'video', 'it', ""it's problems""]"
6494,Awesome performance,['Awesome performance']
6495,One plus has nailed it. A premium device with a flagship processor at not so premium price. Solid build quality.,"['One plus', 'it', 'A premium device', 'a flagship processor', 'premium price', 'Solid build quality']"
6496,Like,[]
6497,Nice product in reasonable budget.,"['Nice product', 'reasonable budget']"
6498,"Excellent battery life, superfast charging, superior camera quality","['Excellent battery life', 'superior camera quality']"
6499,This is the best phone I used.,"['the best phone', 'I']"
6500,Amazing quality and affordable price ... Love one plus phones,"['Amazing quality', 'affordable price', 'Love']"
6501,Good,[]
6502,"I don't say about this mobile...it's to good yaarrr...Camera, speed of mobile...is very high quality","['I', 'this mobile', 'it', 'good yaarrr', 'Camera', 'speed', 'mobile', 'very high quality']"
6503,Nice,[]
6504,love it.......best mobile,['it']
6505,speaker sound should have been louder...no other negative feedbacks...this thing is simply awesome! oneplus6 the best!,"['speaker sound', 'no other negative feedbacks', 'this thing']"
6506,Great Mobile from oneplus,"['Great Mobile', 'oneplus']"
6507,"I am writing this after two months of use and believe me it's not just a flagship killer, it's performance, screen quality, camera quality and user interface are superb.Thumps up to One Plus team for making such a wonderful phone.","['I', 'two months', 'use', 'me', 'it', 'just a flagship killer', 'it', 'performance', 'screen quality', 'camera quality', 'user', 'interface', 'Thumps', 'team', 'such a wonderful phone']"
6508,"i was bit confused before buying this one plus 6 but during sale i got 1 for my self at a very reasonable cost
for 8gb nd 128 gb variant i must say phone is a real beast it chrges from 30 to 80 in 10 minss
camera is super nd it has a very prenium built quality battery lastss long
in short i must say u will not regret buying this phone its really wrth the cost nd a supr flagship phone","['i', 'this one', 'sale', 'i', 'my self', 'a very reasonable cost', '8gb nd 128 gb variant', 'i', 'phone', 'a real beast', 'it', '10 minss', 'camera', 'it', 'a very prenium built quality battery lastss', 'i', 'u', 'this phone', 'the cost']"
6509,"The android pie update is good and smooth, however some network related issues still persist. Rebooting the phone often solves the issue.","['The android pie update', 'some network related issues', 'the phone', 'the issue']"
6510,Best specification and smart phone,"['Best specification', 'smart phone']"
6511,Another great product by one plus team. Really good phone for daily use.,"['Another great product', 'one plus team', 'Really good phone', 'daily use']"
6512,Like,[]
6513,It is the best phone.,"['It', 'the best phone']"
6514,Excellent phone....,['Excellent phone']
6515,Good,[]
6516,front came is not good as vivo. but all other features are satisfactory...,"['front', 'all other features']"
6517,Premium phone with almost everything perfect and  wow to OS which gives you stock android feel as well.,"['Premium phone', 'almost everything', 'OS', 'you', 'stock android']"
6518,Super performance 💪,['Super performance']
6519,Nice supar,['Nice supar']
6520,Like,[]
6521,"Best phone in world ...
Never  Settle..","['Best phone', 'world', 'Never  Settle']"
6522,Battery is very bad it's taking 2 hours to charge from 73 percent to 100 percent. Very bad.,"['Battery', 'it', '2 hours', '73 percent', '100 percent']"
6523,Like everything,['everything']
6524,Battery life is good,['Battery life']
6525,"Bettry drain and
Heating issue is biggest problem in this phone
Front camara is average. Not AI camara
Processor is good
I think price is high
3.5 star","['Bettry drain', 'Heating issue', 'biggest problem', 'this phone', 'Front camara', 'Not AI camara\nProcessor', 'I', 'price']"
6526,Superb phone ...all intergarted interface is smooth & good,"['Superb phone', 'all intergarted interface']"
6527,"Got it at 28000 RS
Just AWESOME","['it', '28000 RS', 'Just AWESOME']"
6528,The phone overall is good. Got this phone 8 gb 128gb varient in Rs34999 which was a plus point. The camara quality is just good. The dash charger is the best part of the phone as it charges the phone from 0% to 100% in just more or less than 50 min.,"['The phone', 'this phone', 'Rs34999', 'a plus point', 'The camara quality', 'The dash charger', 'the best part', 'the phone', 'it', 'the phone', '0% to 100%', 'just more or less than 50 min']"
6529,very smooth running mobile with very good battery life. loved it....,"['very smooth running mobile', 'very good battery life', 'it']"
6530,Disappointed to see Finger print sensor screen navigation/scroll disabled.,[]
6531,Amazing pictures,['Amazing pictures']
6532,Value for money,"['Value', 'money']"
6533,Value for money.,"['Value', 'money']"
6534,Battery life is gud but could have been better. Please work on this aspect,"['Battery life', 'gud', 'this aspect']"
6535,"The phone is fully worth. Compared with iPhone 6+ and what I saw was surprising. It’s far far better than iPhone 6+ while comparing speed, camera quality, display and sound. I loved the phone.","['The phone', 'iPhone', 'what', 'I', 'It', 'iPhone', 'speed', 'camera quality', 'display', 'sound', 'I', 'the phone']"
6536,Nice product but display is not good,"['Nice product', 'display']"
6537,Every thing is superb in this mobile but little bit front camera not gud then flagship mobiles like iPhone Samsung or Google pixel ;; but in this range this mobile is beast in all fields,"['Every thing', 'front camera', 'flagship mobiles', 'iPhone Samsung', 'Google pixel', 'this range', 'this mobile', 'beast', 'all fields']"
6538,"Battery could have been a bit better. Camera is very good but not that good when taken in the low light.
Overall a happy customer.","['Battery', 'Camera', 'the low light', 'Overall a happy customer']"
6539,Nice phone. Good camera,"['Nice phone', 'Good camera']"
6540,Awesome....,[]
6541,Good,[]
6542,Awesome phone fast and amazing features. Awesome battery life and fast charging,"['Awesome phone fast and amazing features', 'Awesome battery life', 'fast charging']"
6543,As usual the FATHER of all smartphone,"['the FATHER', 'all smartphone']"
6544,3300mah is not good one plus 6..plz upgrade the battery..,['the battery']
6545,Superior quality ever seen.,['Superior quality']
6546,I feel it heavy when I handle it. I expected a lighter weight mouse,"['I', 'it', 'I', 'it', 'I', 'a lighter weight mouse']"
6547,"Good product, been a one plus user for a while, good to see same characteristics maintained here also. No complaints about the phone as got it for a very good price.
Unfortunately delivery and buying experience has not been upto the mark. Very poor show by Amazon, seems portal doesn't even care about its customers. Probab","['Good product', 'a one plus user', 'a while', 'same characteristics', 'No complaints', 'the phone', 'it', 'a very good price', 'Unfortunately delivery', 'buying experience', 'Very poor show', 'Amazon', 'its customers', 'Probab']"
6548,Nice phone,['Nice phone']
6549,Best in market under this price,"['market', 'this price']"
6550,"Camera and Sound is awesome...display is also quite beautiful....no lagging , no heating problem till now.","['Camera', 'Sound', 'display', 'no lagging', 'no heating problem']"
6551,"Superb phone, camara quality is very good, battery life is 2days for normal users. Thank you Amazon I am happy for this product.","['Superb phone', 'camara quality', 'battery life', 'normal users', 'you', 'I', 'this product']"
6552,Mindblowing but the price drop 5000 in the sale,"['Mindblowing', 'the price drop', 'the sale']"
6553,"I think OnePlus 6 is by far the best device to ever come out from the OnePlus family. Yes OnePlus 6T will take over but this was a great deal. I have upgraded to the latest Android P and it works wonder on this device. Evrrybody knows the configuration of the device so there is no much to talk about it but what matters is the brand providing you all this at a price range of just 35k. During the sale, the price dropped to 29,999/- but still other devices with the same configuration charge more than 50k so if you are a geek who understands electronics, you will never buy something just for the sake of the brand. Coming to the OnePlus 6 camera, I think it can click some of the most amazing pictures, breathtaking slow motion videos and other smooth videos with the help of inbuilt stabilizer. Dash charger is damn quick. Just more than an hour to charge from 0 - 100%. Being a food blogger and budding filmmaker, camera is my most important feature on this device but also being a complete enthusiast for games, it's Snapdragon 845 delivers to the promise with no lags even on heavy games like PubG and others. I would have loved to see IP68 Certification for water resistance but at this price tag, it's already a more than par device.","['I', 'OnePlus', 'the best device', 'the OnePlus family', 'OnePlus 6T', 'a great deal', 'I', 'the latest Android P', 'it', 'this device', 'Evrrybody', 'the configuration', 'the device', 'it', 'the brand', 'you', 'a price range', 'just 35k', 'the sale', 'the price', 'still other devices', 'the same configuration', '50k', 'you', 'a geek', 'who', 'electronics', 'you', 'something', 'the sake', 'the brand', 'the OnePlus 6 camera', 'I', 'it', 'the most amazing pictures', 'slow motion videos', 'other smooth videos', 'the help', 'inbuilt stabilizer', 'Dash charger', 'Just more than an hour', '0 - 100%', 'a food blogger and budding filmmaker', 'camera', 'my most important feature', 'this device', 'a complete enthusiast', 'games', 'it', 'Snapdragon', 'the promise', 'no lags', 'heavy games', 'PubG', 'others', 'I', 'IP68 Certification', 'water resistance', 'this price tag', 'it', 'par device']"
6554,Nice,[]
6555,Excellent product,['Excellent product']
6556,Very nice phone,['Very nice phone']
6557,Good,[]
6558,It's a complete package. Highly recommend,"['It', 'a complete package']"
6559,Beast of a phone,"['Beast', 'a phone']"
6560,Awesome,[]
6561,Sound waste,['Sound waste']
6562,Perfect phone but sound quality was very poor...,"['Perfect phone', 'sound quality']"
6563,overall awesome phone..must buy...should buy the red version....could have given dual audio speaker..anyways the camera is good...gming experience is so cool..phone doesnt heat up..i like it,"['overall awesome phone', 'the red version', 'dual audio speaker', 'the camera', 'gming experience', 'phone', 'i', 'it']"
6564,Sound quality and battery life is good.... picture quality is somewhat less than OnePlus 5,"['Sound quality', 'battery life', 'picture quality', 'OnePlus']"
6565,"Phone looks great and mobile cover provided with the phone is awesome.
Camera - clear pictures
Battery - dash charger charges phone in minutes
Slim phone
It feels bit heavier than OnePlus 5","['Phone', 'great and mobile cover', 'the phone', 'Camera - clear pictures', 'Battery - dash charger', 'phone', 'minutes', 'Slim phone', 'It', 'OnePlus']"
6566,Everything is average only,['Everything']
6567,Product and it's specification is price worthy.,"['Product', 'it', 'specification', 'price']"
6568,Happy with the product,['the product']
6569,You get what you pay for. Overall a very good performer for this price bracket. Battery should have been bigger given the screen size of the phone. Camera performance hs been improved vastly when compared to OnePlus 3T & 5. Kudos for that.,"['You', 'what', 'you', 'Overall a very good performer', 'this price bracket', 'Battery', 'the screen size', 'the phone', 'Camera performance', 'OnePlus 3T', 'Kudos']"
6570,Nice sexy phone,['Nice sexy phone']
6571,One Plus is value for money... Awesome Quality.,"['One Plus', 'value', 'money', 'Awesome Quality']"
6572,Very advanced featureable phone,['Very advanced featureable phone']
6573,Excellent flagship mobile in premium segment,"['Excellent flagship mobile', 'premium segment']"
6574,Like this,[]
6575,Good,[]
6576,Good Mobile... Delivered on time with Amazon prime.,"['Good Mobile', 'time', 'Amazon', 'prime']"
6577,Good,[]
6578,This phone is a beast nice experience to use this,"['This phone', 'a beast nice experience']"
6579,I love one plus 6,['I']
6580,Fabulous phone I am telling this after Six month and very nice work fabulous fast charger and also good quality of camera and slow motion and great portrait photo. Another thing is that it has dull flashlight not white but then and it is great phone,"['I', 'Six month', 'very nice work', 'fabulous fast charger', 'also good quality', 'camera', 'slow motion', 'great portrait photo', 'Another thing', 'it', 'dull flashlight', 'it', 'great phone']"
6581,The phone is very fast. Happy with the purchase.,"['The phone', 'the purchase']"
6582,Nicr,['Nicr']
6583,"The BEST phone!!
Had been using OnePlus 3 earlier and now OnePlus 6 for last 2 months. And I am 1 loyal customer of OnePlus for lifelong now. They are bringing in better than the best Everytime in all terms..
Great job Amazon for being associated with the Best brand. 👍","['The BEST phone', 'OnePlus', 'last 2 months', 'I', '1 loyal customer', 'OnePlus', 'They', 'the best Everytime', 'all terms', 'Great job Amazon', 'the Best brand']"
6584,Nice one .....speed to need....never settel,['Nice one']
6585,Better than iPhone,['iPhone']
6586,Picture quality,['Picture quality']
6587,Mast bhai,['Mast bhai']
6588,Excellent product. Worth it,"['Excellent product', 'it']"
6589,Its really good smartphone,['Its really good smartphone']
6590,Picture quality and sound quality  is very good and charging very speed....,"['Picture quality', 'sound quality', 'very speed']"
6591,"So far I had a very good experience, this fulfill my needs with no lag but not great camera apart everything is good and fentastic","['I', 'a very good experience', 'my needs', 'no lag', 'not great camera', 'everything']"
6592,Good camera,['Good camera']
6593,The mobile is awesome.but some what the life is less,"['The mobile', 'what', 'the life']"
6594,Yes,[]
6595,Good phone! Every penny is worth,"['Good phone', 'Every penny']"
6596,I didn’t got earphones,"['I', 'earphones']"
6597,Awesome,[]
6598,The best sound and picture quality,"['The best sound', 'picture', 'quality']"
6599,Good,[]
6600,Hang problem in my one plus 6,['Hang problem']
6601,Nice phone,['Nice phone']
6602,Screen  get yellow  n dotted,['Screen']
